word,classification;
pocket,A2;
raincoat,A2;
ring,A2;
scarf,A2;
pullover,B1;
sandal,B1;
pants,B1;
pyjamas,B2;
pen,A1;
pencil,A1;
question,A1;
sentence,A1;
postcard,A2;
rubber,A2;
paragraph,B1;
photocopy,B1;
phrase,B1;
point,B1;
prayer,B1;
promise,B1;
question mark,B1;
questionnaire,B1;
scream,B1;
profile,B2;
proposal,B2;
quarrel,B2;
query,B2;
remark,B2;
row,B2;
semicolon,B2;
paper,C2;
plea,C2;
proverb,C2;
quote,C2;
saying,C2;
post,A2;
pressure,B2;
print,C2;
propaganda,C2;
reply,B1;
request,B1;
protest,B2;
record,B2;
response,B2;
rumour,B2;
reproach,C2;
pray,A2;
respond,B2;
say,A1;
see,A1;
print,A2;
put,A2;
persuade,B1;
predict,B1;
pronounce,B1;
recommend,B1;
remind,B1;
repeat,B1;
report,B1;
say,B1;
persuade,B2;
praise,B2;
propose,B2;
reach,B2;
recommend,B2;
reject,B2;
represent,B2;
reveal,B2;
release,C1;
plant,C2;
present,C2;
put,C2;
represent,C2;
sell,C2;
read,A1;
read,A2;
refuse,B1;
register,B1;
ring,B1;
quote,C1;
pirate,B1;
prisoner,B1;
rule,B1;
penalty,B2;
sentence,B2;
police,A2;
proceedings,C2;
pair,A2;
piece,A2;
pattern,B1;
piece,B1;
pile,B1;
row,B1;
percentage,B2;
pint,B2;
pound,B2;
ring,B2;
roll,B2;
sample,B2;
scale,B2;
paper,A1;
pink,A2;
purple,A2;
red,A2;
right,A2;
paper,A2;
project,A2;
pupil,A2;
schoolchild,A2;
period,B1;
place,B1;
primary school,B1;
secondary school,B1;
pass,B2;
seminar,B2;
scholar,C1;
physics,A2;
school,A2;
science,A2;
philosophy,B2;
science,B1;
pass,A2;
picnic,A1;
plate,A1;
sandwich,A1;
pan,B1;
pea,B1;
peanut,B1;
pepper,B1;
pot,B1;
recipe,B1;
roll,B1;
saucepan,B1;
saucer,B1;
pancake,B2;
portion,B2;
prawn,B2;
pastry,C1;
relish,C2;
rice,A1;
salt,A1;
pasta,A2;
pepper,A2;
pizza,A1;
potato,A1;
pear,A2;
salad,A2;
sauce,A2;
sausage,A2;
peach,B1;
pie,B1;
pineapple,B1;
pudding,B2;
refreshments,B1;
roast,A2;
room,A1;
pillow,A2;
post office,A2;
roof,A2;
seat,A2;
palace,B1;
rug,B1;
ruin,B1;
passage,B2;
resident,B2;
property,B2;
premises,C1;
pound,A2;
penny,B1;
rate,B2;
saving,C1;
sector,C1;
pocket money,B1;
poverty,B2;
profit,B2;
savings,B2;
rent,A2;
park,A1;
place,A1;
plant,A1;
river,A1;
peak,B1;
planet,B1;
region,B1;
rose,B1;
season,B1;
pond,B2;
pool,B2;
rainbow,B2;
range,B2;
reserve,B2;
root,B2;
seed,B2;
palm,C1;
rain,A1;
sand,B1;
scenery,B1;
oxygen,B2;
rubber,B2;
sea,A1;
rainforest,B1;
rock,B1;
pine,B2;
pour,B1;
rise,B1;
search,B1;
process,B2;
punch,B2;
practice,A2;
rescue,B1;
routine,B1;
rush,B2;
point,A2;
pause,B1;
rest,B1;
participate,B2;
queue,B2;
scratch,B2;
pose,C1;
retreat,C2;
revolt,C2;
repair,A2;
return,A2;
pass,B1;
pick,B1;
pin,B1;
postpone,B1;
prevent,B1;
produce,B1;
prove,B1;
provide,B1;
push,B1;
quit,B1;
raise,B1;
remove,B1;
save,B1;
select,B1;
preserve,B2;
remove,B2;
restore,B2;
reward,B2;
rub,B2;
ruin,B2;
seize,B2;
send,B2;
push,C1;
resist,C1;
restrain,C1;
restrict,C1;
sacrifice,C1;
scan,C1;
pat,C2;
refine,C2;
retrieve,C2;
seize,C2;
practise,A1;
run,A1;
paint,A2;
prepare,A2;
pull,A2;
push,A2;
plan,B1;
press,B1;
protect,B1;
research,B2;
resist,B2;
rip,B2;
separate,B2;
rock,C2;
perfume,A2;
race,C1;
resemble,C1;
point of view,B2;
scar,C1;
peace,B1;
pleasure,B1;
respect,B1;
pain,B2;
pity,B2;
pride,B2;
revenge,B2;
self-esteem,C1;
restraint,C2;
self-control,C2;
self-discipline,C2;
self-respect,C2;
panic,B2;
passion,B2;
rage,B2;
sense,B1;
point,B2;
pretend,B2;
react,B2;
prefer,A2;
regret,B1;
respect,B2;
risk,B2;
satisfy,B2;
return,C1;
resent,C2;
sense,C2;
please,B1;
relax,B1;
reckon,B2;
president,B1;
policy,B2;
republic,C1;
referendum,C2;
regime,C2;
seat,C2;
politics,B1;
power,C1;
reform,C2;
rule,B2;
parent,A1;
party,A1;
roommate,B2;
romance,B1;
rear,C1;
playground,A2;
pool,A2;
puzzle,A2;
quiz,A2;
race,A2;
racket,A2;
product,B1;
score,B1;
pitch,B2;
referee,B2;
run,B2;
pass,C2;
second,C2;
rugby,A2;
pool,B1;
play,B2;
sale,B2;
page,A2;
PC,A2;
program,A2;
password,B1;
plug,B1;
pump,B1;
remote control,B1;
part,B2;
pedal,B2;
satellite,B2;
power,B1;
radio,B1;
return,B1;
plane,A1;
path,A2;
petrol station,A2;
platform,A2;
railway,A2;
roundabout,A2;
pavement,B1;
pocket,B1;
resort,B1;
ride,B1;
route,B1;
parachute,B2;
rocket,B2;
path,C2;
petrol,A2;
public transport,B1;
rail,B1;
reverse,C2;
road,A1;
port,B1;
rush hour,B2;
sail,B1;
sail,B2;
reach,B1;
secretary,A2;
profession,B1;
post,B2;
perk,C1;
recruit,C2;
paperwork,B2;
rank,C1;
personnel,C1;
retire,B1;
practise,C1;
rape,B2;
robbery,B2;
pork,B1;
priest,B1;
recycling,B1;
reconstruction,C2;
reorganize,C1;
replacement,B2;
replacement,C1;
redevelopment,C1;
refund,B1;
review,B1;
reunion,C2;
review,C2;
readjust,C2;
recur,C2;
rebuild,B1;
reflect,B2;
regain,B2;
replace,B2;
review,B2;
readjust,C1;
recharge,C1;
recreate,C1;
redevelop,C1;
refund,C1;
reinforce,C1;
restart,C1;
review,C1;
reconstruct,C2;
reinforce,C2;
recycle,B1;
reconsider,C1;
relocate,C1;
rethink,C1;
restructure,C2;
principal,B2;
professional,B2;
reversal,C2;
renewal,C1;
renewal,C2;
performance,B2;
relevance,C1;
perseverance,C2;
resemblance,C2;
participant,C1;
persistence,C2;
presence,C2;
presence,B2;
partner,A2;
photographer,A2;
ruler,A2;
owner,B1;
reporter,B1;
rider,B1;
seller,B1;
partner,B2;
philosopher,B2;
producer,B2;
publisher,B2;
pensioner,C1;
producer,C1;
programmer,C1;
provider,C1;
ruler,C1;
retailer,C2;
plastic,A2;
reading,C2;
ruling,C2;
planning,B2;
planning,C1;
reasoning,C2;
running,C2;
reception,B2;
reflection,B2;
regulation,B2;
selection,B2;
precaution,C1;
projection,C1;
proposition,C1;
presumption,C2;
procession,C2;
rejection,C2;
resolution,C2;
revelation,C2;
sanction,C2;
relaxation,B1;
protection,B2;
perfection,C1;
preservation,C1;
radiation,C1;
regulation,C1;
renovation,C1;
presentation,C2;
realization,C2;
recognition,C2;
retention,C2;
population,B1;
presentation,B2;
reduction,B2;
relation,B2;
progression,C1;
provision,C1;
restriction,C1;
perception,C2;
provocation,C2;
recollection,C2;
repetition,C2;
reservation,C2;
restriction,C2;
reception,B1;
realization,C1;
receptionist,A2;
scientist,B1;
pharmacist,B2;
psychologist,B2;
psychiatrist,C2;
possibility,B2;
quality,B1;
popularity,B2;
reality,B2;
productivity,C1;
purity,C1;
rarity,C1;
reliability,C1;
security,C1;
possibility,B1;
probability,C1;
scarcity,C2;
recognize,B1;
recognize,B2;
privatize,C1;
recognize,C1;
requirement,B2;
recruitment,C1;
readiness,C1;
richness,C1;
readiness,C2;
professor,B1;
sailor,B1;
razor,B2;
predecessor,C2;
prosecutor,C2;
relationship,B2;
ownership,C1;
readership,C1;
racist,C2;
pair,A1;
part,A1;
person,A1;
problem,A1;
restaurant,A1;
passport,A2;
penfriend,A2;
pilot,A2;
plan,A2;
policeman,A2;
police officer,A2;
police station,A2;
policewoman,A2;
present,A2;
price,A2;
prize,A2;
purse,A2;
quarter,A2;
queen,A2;
question,A2;
reason,A2;
receipt,A2;
salesperson,A2;
screen,A2;
second,A2;
packet,B1;
parcel,B1;
pedestrian,B1;
pharmacy,B1;
phrasal verb,B1;
pipe,B1;
politician,B1;
postman,B1;
preposition,B1;
prescription,B1;
prince,B1;
princess,B1;
pronoun,B1;
purpose,B1;
queue,B1;
range,B1;
result,B1;
reward,B1;
robot,B1;
run,B1;
salesman,B1;
saleswoman,B1;
secret,B1;
section,B1;
pack,B2;
package,B2;
parade,B2;
path,B2;
pattern,B2;
pause,B2;
peak,B2;
pension,B2;
phase,B2;
plan,B2;
platform,B2;
plot,B2;
prefix,B2;
programme,B2;
project,B2;
proper noun,B2;
question,B2;
ray,B2;
rebel,B2;
release,B2;
representative,B2;
resource,B2;
right,B2;
rise,B2;
role,B2;
salon,B2;
scene,B2;
scent,B2;
schedule,B2;
scheme,B2;
panel,C1;
peasant,C1;
peer,C1;
perspective,C1;
phenomenon,C1;
philosophy,C1;
policy,C1;
portion,C1;
principle,C1;
print,C1;
privilege,C1;
profile,C1;
proportion,C1;
pyramid,C1;
rate,C1;
ratio,C1;
rectangle,C1;
reign,C1;
riot,C1;
rise,C1;
risk,C1;
rival,C1;
role model,C1;
runway,C1;
sack,C1;
saint,C1;
secretary,C1;
serial,C1;
pact,C2;
panel,C2;
paradox,C2;
parallel,C2;
particle,C2;
pastime,C2;
patch,C2;
pioneer,C2;
pit,C2;
platform,C2;
plot,C2;
pocket,C2;
point,C2;
pole,C2;
puzzle,C2;
quarter,C2;
raid,C2;
rail,C2;
rally,C2;
record,C2;
reserve,C2;
rhyme,C2;
ribbon,C2;
ritual,C2;
roar,C2;
rocket,C2;
round,C2;
route,C2;
sail,C2;
scenario,C2;
scene,C2;
pay,B1;
permission,B1;
progress,B1;
property,B1;
research,B1;
room,B1;
rubbish,B1;
pace,B2;
peace,B2;
pottery,B2;
power,B2;
privacy,B2;
proof,B2;
psychology,B2;
quiet,B2;
reason,B2;
safety,B2;
ozone,C1;
praise,C1;
prestige,C1;
protein,C1;
retail,C1;
revenue,C1;
rubbish,C1;
safety,C1;
scope,C1;
peer pressure,C2;
pressure,C2;
purpose,C2;
pursuit,C2;
range,C2;
recovery,C2;
refuge,C2;
relief,C2;
remorse,C2;
ruin,C2;
rule,C2;
scope,C2;
scrutiny,C2;
paint,A1;
phone,A1;
Saturday,A1;
school,A1;
September,A1;
plural,A2;
rest,A2;
powder,B1;
prison,B1;
religion,B1;
repair,B1;
salary,B1;
salmon,B1;
prejudice,B2;
procedure,B2;
prospect,B2;
rehearsal,B2;
rope,B2;
scandal,B2;
paradise,C1;
pressure,C1;
redundancy,C1;
register,C1;
self,C1;
portrayal,C2;
practice,C2;
precedent,C2;
principle,C2;
rivalry,C2;
script,C2;
people,A1;
scissors,A2;
remains,B2;
quarter,A1;
the second person,B2;
price,C1;
prospect,C2;
read,C2;
rush,C2;
pray,B2;
progress,B2;
qualify,B2;
recover,B2;
remain,B2;
return,B2;
plunge,C1;
proceed,C1;
search,C1;
pay,C2;
persist,C2;
progress,C2;
prosper,C2;
rage,C2;
riot,C2;
send,A1;
receive,A2;
repeat,A2;
save,A2;
see,A2;
sell,A2;
plant,B1;
play,B1;
post,B1;
punish,B1;
reduce,B1;
rent,B1;
require,B1;
reserve,B1;
rob,B1;
peel,B2;
photograph,B2;
pollute,B2;
produce,B2;
prove,B2;
put,B2;
raise,B2;
renew,B2;
revise,B2;
sack,B2;
search,B2;
see,B2;
picture,C1;
place,C1;
possess,C1;
presume,C1;
produce,C1;
prolong,C1;
promote,C1;
pursue,C1;
receive,C1;
record,C1;
recover,C1;
refresh,C1;
regulate,C1;
renovate,C1;
resolve,C1;
restore,C1;
reverse,C1;
rush,C1;
scare,C1;
see,C1;
pinpoint,C2;
pity,C2;
press,C2;
provoke,C2;
recollect,C2;
reconcile,C2;
register,C2;
relieve,C2;
repair,C2;
retain,C2;
reveal,C2;
rival,C2;
see,C2;
send,C2;
pay,A1;
play,A1;
remember,A1;
ride,A1;
pack,A2;
park,A2;
record,A2;
perform,B1;
race,B1;
revise,B1;
see,B1;
recall,B2;
resign,B2;
reverse,B2;
sell,B2;
rehearse,C1;
peel,C2;
pop,C2;
prosecute,C2;
rot,C2;
pub,A2;
refugee,B2;
prostitute,C1;
rebellion,C1;
pathetic,C2;
poorly,C1;
scary,B1;
pretty,B1;
part,C2;
relative,C1;
presently,C1;
paramount,C2;
posh,B2;
posh,C2;
recycled,B1;
reproduce,C2;
reasonable,B1;
remarkable,B2;
pleasurable,C1;
portable,C1;
reputable,C1;
respectable,C2;
payable,C1;
reliable,B1;
reasonable,B2;
respectable,B2;
physical,B2;
psychological,B2;
sensational,C2;
residential,C2;
residential,B2;
regional,B2;
racial,B2;
professional,B1;
rational,C1;
philosophical,C2;
practical,C2;
sceptical,C2;
sentimental,C2;
political,B1;
presidential,B2;
recreational,C2;
self-reliant,C2;
redundant,B2;
secluded,C2;
semi-detached,C1;
pleased,A2;
relaxed,B1;
satisfied,B1;
scared,B1;
petrified,B2;
puzzled,B2;
qualified,B2;
relieved,B2;
respected,B2;
self-centred,C1;
reserved,C2;
self-assured,C2;
related,B2;
scheduled,B2;
retired,B2;
persistent,C2;
painful,B1;
pitiful,C2;
peaceful,B1;
powerful,B1;
painful,B2;
peaceful,B2;
respectful,C1;
resourceful,C2;
reversible,C2;
sensible,B1;
responsible,B2;
romantic,B1;
poetic,C2;
scenic,C1;
scientific,B1;
pessimistic,B2;
realistic,B2;
sarcastic,C2;
relaxing,B1;
self-catering,C1;
representation,C2;
qualification,B1;
qualification,C2;
selfish,B1;
repetitive,C1;
sensitive,B2;
protective,C1;
perceptive,C2;
receptive,C2;
restless,C1;
restless,C2;
ruthless,C2;
physically,B2;
psychologically,B2;
really,A1;
really,A2;
particularly,B1;
partly,B1;
personally,B1;
possibly,B1;
perfectly,B2;
personally,B2;
possibly,B2;
precisely,B2;
secondly,B2;
precisely,C1;
roughly,B2;
scientifically,B2;
racially,C1;
politely,B1;
passionately,B2;
patiently,B2;
peacefully,B2;
positively,B2;
proudly,B2;
readily,B2;
reasonably,B2;
sadly,B2;
reluctantly,C1;
rudely,C1;
sensibly,C1;
respectfully,C2;
precious,B2;
prosperous,C1;
self-conscious,C1;
rosy,C2;
scruffy,C2;
salty,B2;
rainy,B1;
sandy,B1;
rocky,C1;
risky,B2;
rusty,B2;
pushy,C2;
rocky,C2;
publish,B1;
pregnant,B1;
poisonous,B2;
plump,C2;
positive,C2;
sane,C2;
recovery,B2;
scar,C2;
pure,B2;
quite,A2;
quite,B1;
rather,B1;
rather,B2;
plead,C2;
red,A1;
perfect,A2;
pleasant,A2;
right-hand,A2;
round,A2;
regular,B1;
rough,B1;
poor,B2;
precise,B2;
rectangular,B2;
satisfactory,B2;
scarce,C1;
quaint,C2;
percent,B1;
round,B1;
secondary,B1;
raw,B1;
rich,B2;
rotten,B2;
rare,C1;
poor,A1;
rich,A2;
rough,B2;
rural,B2;
the seaside,B1;
seduce,C2;
pretty,A2;
plain,C2;
sad,A1;
polite,A2;
poor,A2;
positive,B1;
proud,B1;
passionate,B2;
passive,B2;
positive,B2;
secure,B2;
self-confident,B2;
particular,C1;
serene,C2;
relief,B2;
public,B1;
revolutionary,B2;
right-wing,C2;
party,B1;
parliament,B2;
presidency,B2;
semi-final,B2;
senior,B2;
part-time,B1;
profession,B2;
promote,B1;
recruit,C1;
reassuring,C1;
reproduction,C1;
reproduction,C2;
reproduce,C1;
predictable,B2;
preferable,B2;
probable,B2;
profitable,B2;
profitable,C1;
renewable,C1;
questionable,C2;
renewable,C2;
personal,B1;
principal,B1;
partial,B2;
practical,B2;
seasonal,B2;
postal,C1;
practical,C1;
radical,C1;
sensational,C1;
paradoxical,C2;
phenomenal,C2;
physical,C2;
provincial,C2;
revival,C2;
reluctant,C1;
predominant,C2;
redundant,C2;
prepared,B1;
qualified,B1;
prepared,B2;
relaxed,B2;
prejudiced,C1;
privileged,C1;
prolonged,C1;
restricted,C1;
privileged,C2;
refined,C2;
renowned,C2;
repeated,C2;
scattered,C2;
resilient,C2;
powerful,B2;
possible,A1;
possible,B1;
plausible,C2;
realistic,B1;
problematic,C1;
pragmatic,C2;
romantic,C2;
remaining,B2;
promising,C1;
refreshing,C1;
rewarding,C1;
rating,C1;
population,B2;
possession,B2;
promotion,C1;
possessive,B1;
productive,B2;
progressive,B2;
protective,B2;
persuasive,C1;
primitive,C1;
progressive,C1;
selective,C1;
possessive,C2;
preventive,C2;
restrictive,C2;
priceless,B2;
pointless,C1;
priceless,C1;
reckless,C2;
relentless,C2;
senseless,C2;
regardless,C2;
possibly,A2;
probably,A2;
quickly,A2;
perfectly,B1;
pleasantly,B1;
previously,B1;
properly,B1;
quietly,B1;
rarely,B1;
really,B1;
recently,B1;
regularly,B1;
secretly,B1;
permanently,B2;
potentially,B2;
powerfully,B2;
practically,B2;
preferably,B2;
presumably,B2;
primarily,B2;
privately,B2;
promptly,B2;
rapidly,B2;
rightly,B2;
separately,B2;
partially,C1;
publicly,C1;
purely,C1;
radically,C1;
randomly,C1;
realistically,C1;
remarkably,C1;
repeatedly,C1;
respectively,C1;
satisfactorily,C1;
seemingly,C1;
predominantly,C2;
profoundly,C2;
realistically,C2;
relentlessly,C2;
roughly,C2;
scarcely,C2;
previous,B1;
serious,B1;
religious,B2;
ridiculous,B2;
prestigious,C1;
rebellious,C1;
petty,C2;
quick,A1;
ready,A1;
right,A1;
safe,A1;
same,A1;
popular,A2;
quick,A2;
quiet,A2;
ready,A2;
real,A2;
safe,A2;
passive,B1;
past,B1;
perfect,B1;
permanent,B1;
plain,B1;
present,B1;
private,B1;
proper,B1;
pure,B1;
quiet,B1;
rare,B1;
real,B1;
recent,B1;
right,B1;
rude,B1;
safe,B1;
second-hand,B1;
self-service,B1;
separate,B1;
packed,B2;
pale,B2;
particular,B2;
peculiar,B2;
picturesque,B2;
popular,B2;
primary,B2;
private,B2;
prompt,B2;
proposed,B2;
public,B2;
rapid,B2;
raw,B2;
real,B2;
rear,B2;
regular,B2;
relevant,B2;
remote,B2;
ripe,B2;
royal,B2;
rude,B2;
preliminary,C1;
prior,C1;
prominent,C1;
random,C1;
resident,C1;
respective,C1;
rough,C1;
sacred,C1;
safe,C1;
secure,C1;
perfect,C2;
popular,C2;
premium,C2;
prime,C2;
profound,C2;
prominent,C2;
remote,C2;
rigid,C2;
routine,C2;
sacred,C2;
secure,C2;
sedentary,C2;
self-made,C2;
self-sufficient,C2;
p.m.,A1;
perhaps,A2;
safely,B1;
second,B2;
seldom,B2;
reportedly,C2;
right,C2;
pence,A2;
prime minister,B2;
recovery,C1;
sequence,C1;
passage,C2;
produce,C2;
province,C2;
sentiment,C2;
sequence,C2;
prohibit,B2;
regard,B2;
puzzle,C1;
rule,C1;
revive,C2;
seal,C2;
television,A1;
television,B1;
soap opera,B1;
telly,C1;
succumb,C2;
state,B2;
trash,C2;
sorrow,C2;
sibling,C2;
spouse,C2;
specification,C1;
thesis,C2;
strive,C2;
summon,C2;
surpass,C2;
telephone,A2;
translate,C2;
soul,B2;
tip,C2;
tolerance,C2;
thriller,B1;
sufferer,C2;
sweater,A2;
trainer,A2;
speaker,B1;
smoker,B2;
teenager,A2;
stranger,B1;
supporter,B1;
swimmer,B1;
supplier,B2;
striker,C2;
speaker,A2;
server,B1;
traveller,B1;
striker,C1;
spelling,A2;
spending,C2;
smoking,A1;
sewing,C1;
shopping,A2;
training,B1;
sightseeing,A2;
trekking,B2;
station,B1;
starvation,C2;
suggestion,B1;
translation,B1;
suspicion,C1;
supervision,C1;
tension,B2;
temptation,B2;
transportation,C1;
socialism,C2;
tourism,B1;
therapist,C1;
specialist,B2;
socialist,C1;
tourist,A2;
sincerity,C2;
stupidity,C2;
superiority,C2;
summarize,C1;
socialize,B2;
treatment,B2;
statement,B2;
sickness,B2;
softness,B2;
tiredness,B2;
shyness,C1;
stubbornness,C2;
tenderness,C2;
toughness,C2;
sponsor,B2;
solicitor,C1;
successor,C1;
supervisor,C1;
sponsorship,C1;
terrorism,B2;
terrorist,B2;
sheep,A1;
snake,A2;
shark,B1;
tiger,B1;
species,B2;
swan,B2;
tail,B2;
trap,B2;
trail,C2;
territory,B2;
show,A2;
song,A2;
stage,A2;
star,A2;
tune,A2;
soap,B1;
statue,B1;
trumpet,B1;
set,B2;
shot,B2;
show,B2;
solo,B2;
soundtrack,B2;
string,B2;
tabloid,B2;
track,B2;
sketch,C1;
tune,C1;
spotlight,C2;
trilogy,C2;
soul,A2;
techno,C1;
subtitles,C1;
star,B1;
tooth,A1;
stomach,A2;
temperature,A2;
toe,A2;
shoulder,B1;
tablet,B1;
test,B1;
throat,B1;
thumb,B1;
tongue,B1;
skeleton,B2;
spot,B2;
stroke,B2;
symptom,B2;
thigh,B2;
toenail,B2;
side effect,C1;
spine,C1;
skull,C2;
system,C2;
transplant,C2;
sight,B1;
smell,B2;
surgery,B2;
sweat,B2;
touch,B2;
stamina,C1;
stomach ache,A2;
toothache,A2;
skin,B1;
therapy,B2;
strain,C2;
treat,B2;
transmit,C2;
starve,C1;
shirt,A1;
shoe,A1;
skirt,A1;
T-shirt,A1;
sock,A2;
suit,A2;
swimming costume,A2;
tie,A2;
sleeve,B1;
sweatshirt,B1;
top,B1;
tracksuit,B1;
stocking,C1;
strap,C2;
trousers,A1;
shorts,A2;
sunglasses,A2;
tights,A2;
take,B1;
sign,A2;
stamp,A2;
story,A2;
shout,B1;
signature,B1;
subject,B1;
table,B1;
talk,B1;
text,B1;
tick,B1;
tip,B1;
title,B1;
topic,B1;
sign,B2;
signal,B2;
slash,B2;
speech,B2;
summary,B2;
survey,B2;
syllable,B2;
symbol,B2;
tale,B2;
talk,B2;
term,B2;
theme,B2;
threat,B2;
slogan,C1;
story,C2;
speech,B1;
support,B2;
slang,C1;
talk,C2;
stress,B2;
tone,B2;
tribute,C2;
terms,B2;
thanks,B2;
talk,A1;
swear,B2;
speak,A1;
tell,A1;
thank,A2;
show,B1;
suggest,B1;
settle,B2;
specify,B2;
tell,B2;
threaten,B2;
settle,C1;
skip,C1;
support,C1;
take,C2;
shout,A2;
spell,A2;
sign,B1;
translate,B1;
spread,B2;
tease,B2;
snap,C2;
suspect,B2;
trial,B2;
testify,C2;
smuggle,C1;
serve,C2;
try,C2;
size,A2;
square,A2;
stripe,B1;
shade,B2;
shortage,B2;
ton,B2;
triangle,B2;
strip,C1;
shape,B1;
student,A1;
subject,A1;
test,A1;
term,A2;
timetable,A2;
syllabus,C2;
study,B2;
slice,A2;
snack,A2;
soft drink,A2;
spoon,A2;
sweet,A2;
strawberry,B1;
takeaway,B1;
tin,B1;
teaspoon,B2;
tin,B2;
tray,B2;
spirit,C1;
sip,C2;
stone,C2;
straw,C2;
soup,A1;
sugar,A1;
toast,A2;
spinach,B1;
tea,B1;
service,B2;
soya,C1;
tea,A1;
tomato,A1;
steak,A2;
supper,A2;
spice,B1;
taste,B1;
tuna,B1;
sweets,A2;
sip,C1;
shower,A1;
table,A1;
toilet,A1;
shelf,A2;
sink,A2;
sitting room,A2;
sofa,A2;
towel,A2;
sheet,B1;
step,B1;
study,B1;
tap,B1;
tower,B1;
shed,B2;
shelter,B2;
stool,B2;
storey,B2;
terrace,B2;
staircase,C1;
stable,C2;
structure,C2;
throne,C2;
structure,B2;
stairs,A2;
sum,B1;
subsidy,C1;
treasure,B2;
tax,B1;
tax,C1;
settle,C2;
squander,C2;
tree,A1;
storm,A2;
thunderstorm,A2;
shower,B1;
stream,B1;
suburb,B2;
tide,B2;
tornado,B2;
trunk,B2;
spring,C1;
state,C1;
stretch,C1;
snow,A1;
silver,A2;
sky,A2;
shade,B1;
space,B1;
sunshine,B1;
thunder,B1;
steam,B2;
steel,B2;
sunlight,B2;
straw,C1;
tobacco,C1;
tin,C2;
summer,A1;
town,A1;
spring,A2;
shore,B1;
stone,B1;
sunrise,B1;
sunset,B1;
shell,B2;
skin,B2;
soil,B2;
snow,A2;
set,B1;
sigh,B2;
struggle,B2;
tap,B2;
support,B1;
sit,A2;
stand,A2;
slip,B1;
succeed,B1;
sunbathe,B1;
turn,B1;
shiver,B2;
snore,B2;
stare,B2;
switch,B2;
trip,B2;
shudder,C2;
sniff,C2;
stagger,C2;
struggle,C2;
show,A1;
take,A1;
spend,A2;
tidy,A2;
smell,B1;
spoil,B1;
stop,B1;
strike,B1;
tie,B1;
transfer,B1;
try,B1;
skip,B2;
slap,B2;
slice,B2;
sort,B2;
spray,B2;
squash,B2;
squeeze,B2;
stimulate,B2;
store,B2;
substitute,B2;
supply,B2;
sweep,B2;
tackle,B2;
take,B2;
test,B2;
time,B2;
transform,B2;
shift,C1;
simplify,C1;
sow,C1;
spread,C1;
total,C1;
trace,C1;
snatch,C2;
spread,C2;
sprinkle,C2;
track,C2;
smoke,A1;
start,A1;
stop,A1;
share,A2;
shut,A2;
throw,A2;
try,A2;
turn,A2;
shake,B1;
shoot,B1;
spill,B1;
start,B1;
stick,B1;
tear,B1;
share,B2;
slam,B2;
smash,B2;
soak,B2;
splash,B2;
split,B2;
stretch,B2;
supervise,B2;
swing,B2;
tighten,B2;
turn,B2;
slow,C2;
spit,C2;
split,C2;
stain,C2;
stamp,C2;
tread,C2;
tan,B2;
sex,B1;
strength,B2;
style,B2;
shampoo,A2;
shave,B1;
strengthen,B2;
thought,B1;
snob,C2;
trait,C2;
surprise,B2;
sympathy,B2;
trust,B2;
shame,C1;
strength,C1;
spite,C2;
tact,C2;
triumph,C2;
shock,B1;
skill,B1;
stress,B1;
talent,B1;
strain,B2;
taste,B2;
spirit,B2;
standard,C2;
surprise,B1;
trust,B1;
terrify,B2;
tolerate,B2;
think,A1;
shock,B2;
suffer,B2;
tire,C2;
sister,A1;
son,A1;
sister-in-law,B2;
son-in-law,B2;
stepfather,B2;
stepmother,B2;
sport,A1;
skateboard,A2;
toy,A2;
ski,B1;
snowboard,B1;
stall,B1;
tournament,B1;
track,B1;
target,B2;
trophy,B2;
stroke,C1;
triumph,C1;
squad,C2;
title,C2;
tennis,A1;
table tennis,A2;
service,B1;
squash,B1;
stock,B2;
tie,C2;
stock,C1;
site,A2;
switch,B1;
telescope,B2;
thermometer,B2;
software,A2;
social networking,B1;
spam,C1;
technology,B1;
street,A1;
taxi,A1;
train,A1;
ship,A2;
suitcase,A2;
traffic light,A2;
tram,A2;
trip,A2;
single,B1;
souvenir,B1;
stay,B1;
tent,B1;
timetable,B1;
traffic jam,B1;
truck,B1;
tunnel,B1;
steering wheel,B2;
stopover,B2;
subway,B2;
trail,B2;
shuttle,C1;
tank,C1;
tractor,C2;
traffic,A2;
transport,B1;
travel,B1;
transport,B2;
traffic,C2;
tour,A2;
track,C1;
stay,A2;
stop,A2;
take,A2;
servant,B2;
slave,B2;
superior,C1;
takeover,C1;
technician,C1;
trade,C1;
trainee,C1;
service,C1;
trade,B2;
strike,B2;
transfer,B2;
serve,C1;
spider,B1;
thief,B1;
temple,B1;
torture,C2;
survival,B2;
significance,C1;
teacher,A1;
singer,A2;
trainer,B1;
shopkeeper,B2;
supporter,B2;
taxpayer,C2;
thinker,C2;
toddler,C2;
trader,C2;
shortcoming,C1;
shopping,A1;
singing,A2;
skateboarding,A2;
skating,A2;
skiing,A2;
snowboarding,A2;
surfing,A2;
swimming,A2;
teaching,B1;
suffering,B2;
timing,B2;
station,A1;
situation,B1;
solution,B1;
suspicion,B2;
speculation,C1;
simplification,C2;
tradition,B2;
simulation,C1;
substitution,C1;
transaction,C1;
transformation,C1;
transition,C2;
speciality,C1;
simplicity,C1;
solidarity,C1;
stability,C1;
suitability,C1;
severity,C2;
sustainability,C2;
tranquility,C2;
similarity,B2;
superlative,A2;
specialize,B2;
